NEH,M0,I0_0_exp,I0_asmp,i0_t_exp,i0_t_theo,d2ome_k,new_k
21,0.50917,0.5313141270173541,0.18936956319312795,0.4414744134184072,0.4395737086014315,0.12271,0.1404621496080089
21,0.50917,0.5316159761708517,0.18936956319312795,0.45136156694926355,0.4461335095811324,0.10977,0.12547576548504505
16,0.48532,0.5040725755633023,0.2284283457601131,0.4165849804579795,0.4132357855818318,0.16467,0.1702811159128323
23,0.50852,0.5383078273893229,0.17212566616928357,0.42774943418325456,0.41614905691480475,0.16051,0.16432856039380353
23,0.45537999999999995,0.4654268037917031,0.154138649139008,0.3291075785262786,0.32260765199493474,0.29058,0.2262624717287387
37,0.41875,0.42883896303277413,0.07330337924919313,0.30035682898489885,0.3070360741039008,0.19533,0.1859652495205009
37,0.41875,0.44872958087272796,0.07330337924919313,0.2922912083421262,0.2996886153697681,0.2113,0.2264291545110394
16,0.48845999999999995,0.5176271236844779,0.22990626755539612,0.43874019534903713,0.41943554951568274,0.15528,0.15255422458916282
26,0.50393,0.546281178429714,0.14809593839301724,0.4000116947869144,0.40413358816897627,0.16457,0.20553046971140396
22,0.48396,0.5049301437389241,0.17171251570371907,0.3667277034833128,0.37578517271955425,0.21266,0.2213027281341933
23,0.44746,0.47180653153625607,0.1514578592466523,0.38331487207959897,0.3590855830219972,0.17731,0.1494780734210894
23,0.44746,0.4684528401250496,0.1514578592466523,0.3462514533849726,0.36196649696515587,0.17042,0.20641976850077046
42,0.30297,0.3184207457435628,0.04190775217753865,0.22105498034463916,0.2169905296631011,0.19975,0.18647997979611836
42,0.30297,0.338894224150489,0.04190775217753865,0.22910801624994928,0.22519945280632156,0.17684,0.2102682575061584
35,0.28856000000000004,0.31450660375728445,0.055502823832747405,0.24840751727500116,0.2174683991707515,0.18195,0.14180873459748677
26,0.49368,0.5185152056756747,0.14508364825643394,0.4126671275359361,0.4124058469555467,0.13273,0.1518204043305685
24,0.46941000000000005,0.5041939696032197,0.15157760681541577,0.40919355822233333,0.43872170624928863,0.05077,0.1494504861965312
35,0.29777000000000003,0.2993478871129585,0.05727431332366646,0.23047278485869035,0.23090006920048833,0.1629,0.1431940489372734
12,0.48819,0.4905350174806252,0.2774151875020749,0.420686025819554,0.41854079458848203,0.20057,0.16569577463568808
24,0.48833,0.4967749012146741,0.15768708109365367,0.3978256926541746,0.37522191600453014,0.20934,0.14963152528381618
24,0.4515,0.4450966355166282,0.14579427254885965,0.3291974130649505,0.32640119386352995,0.26315,0.18956010968129705
39,0.4363,0.4461469334536858,0.06950957202259239,0.2978988831335785,0.2938737764281544,0.24576,0.20208822124610978
42,0.31577,0.3316822494867865,0.04367828796613981,0.23405418395844232,0.22893438684547343,0.1922,0.1794028653033631
37,0.29439,0.3037565011592186,0.051533807324584985,0.20249928150986804,0.19291354827785848,0.27051,0.208471561984594
37,0.29439,0.2802742364775451,0.051533807324584985,0.17909540163857118,0.1794799568376365,0.32043,0.2083101808612364
16,0.49498,0.5119520620622288,0.2329750733213978,0.43054153612292856,0.41971246507580084,0.16933,0.15536067770047196
24,0.47853999999999997,0.5042884089306313,0.15452578335665845,0.3464165710610184,0.358837610939604,0.23057,0.24361868979871065
26,0.45674,0.47869598323289303,0.13422764848615223,0.38278260376284884,0.3683072967808325,0.16024,0.14869721891244522
37,0.43527,0.4472633713245084,0.07619525226458815,0.34608488417960853,0.32663305013041244,0.18016,0.14088777863523605
37,0.43527,0.46920418833819905,0.07619525226458815,0.3356864019237988,0.32721474032117503,0.179,0.18591920937974774
44,0.30936,0.3132197926554855,0.03894476834766337,0.22074950841541163,0.21969907234897956,0.20141,0.17097832040570787
44,0.30936,0.3263167411472395,0.03894476834766337,0.221654584174907,0.21865732601900048,0.2043,0.1935211939298097
40,0.29542,0.32481046446031403,0.04489980017560171,0.22283608090681328,0.21577262328490668,0.19131,0.20352527186426383
40,0.29542,0.2970113302004204,0.04489980017560171,0.21254206671354042,0.20592800828648414,0.22098,0.16858772974412556
17,0.44305999999999995,0.4743608957377288,0.19894336605351512,0.36812809805902186,0.3620894661660915,0.2015,0.21758615126160408
