NEH,M0,I0_0_exp,I0_asmp,i0_t_exp,i0_t_theo,d2ome_k,new_k
21,0.50917,0.5313141270173541,0.18936956319312795,0.3308061917754228,0.3425225240699769,0.12271,0.13725486659889363
21,0.50917,0.5316159761708517,0.18936956319312795,0.33705274261993867,0.35488710239856447,0.10977,0.13224307008891634
16,0.48532,0.5040725755633023,0.2284283457601131,0.315739667230469,0.3240724846307492,0.16467,0.1669759720330567
23,0.50852,0.5383078273893229,0.17212566616928357,0.28751785197228374,0.30053512871889765,0.16051,0.17057110562241048
23,0.45537999999999995,0.4654268037917031,0.154138649139008,0.22057174317126896,0.20682896998713163,0.29058,0.19052642870921044
37,0.41875,0.42883896303277413,0.07330337924919313,0.16758670864588604,0.18030651420885188,0.19533,0.17370816025432614
37,0.41875,0.44872958087272796,0.07330337924919313,0.16892920032340553,0.1705293760710478,0.2113,0.18966506035485295
16,0.48845999999999995,0.5176271236844779,0.22990626755539612,0.33749381254263927,0.3317483635005703,0.15528,0.15656473257873246
26,0.50393,0.546281178429714,0.14809593839301724,0.26780480028436393,0.28065714866934655,0.16457,0.1814724323072716
22,0.48396,0.5049301437389241,0.17171251570371907,0.2637294336485448,0.2588804112058227,0.21266,0.17846978050335519
23,0.44746,0.47180653153625607,0.1514578592466523,0.26296150921278927,0.25361443437457964,0.17731,0.15907575054538545
23,0.44746,0.4684528401250496,0.1514578592466523,0.2616235927630462,0.25792609518605114,0.17042,0.1571438128743237
42,0.30297,0.3184207457435628,0.04190775217753865,0.11428808003609076,0.1206562243309312,0.19975,0.18127317543470658
42,0.30297,0.338894224150489,0.04190775217753865,0.12976096737710585,0.1322602692960678,0.17684,0.18699250160965475
35,0.28856000000000004,0.31450660375728445,0.055502823832747405,0.13200913378219606,0.13372739556636015,0.18195,0.18160822021235387
26,0.49368,0.5185152056756747,0.14508364825643394,0.28188593642151794,0.30228613008429783,0.13273,0.15153244469106592
24,0.46941000000000005,0.5041939696032197,0.15157760681541577,0.3904425095688786,0.3859483369286226,0.05077,0.07032383097071565
20,0.53381,0.5417037753021139,0.20810808959739285,0.28735942495255057,0.27987636831157625,0.25209,0.1809704653593983
35,0.29777000000000003,0.2993478871129585,0.05727431332366646,0.1426946116759146,0.14776999692605855,0.1629,0.14392040416006083
12,0.48819,0.4905350174806252,0.2774151875020749,0.3166960525437322,0.3406825960833613,0.20057,0.19414623179519375
24,0.48833,0.4967749012146741,0.15768708109365367,0.19880790910925752,0.2518474139745279,0.20934,0.21787206389446298
24,0.4515,0.4450966355166282,0.14579427254885965,0.1859886014030659,0.2088313424358319,0.26315,0.20112728026734183
39,0.4363,0.4461469334536858,0.06950957202259239,0.15100175714587177,0.15346034944445816,0.24576,0.1880694206271872
42,0.31577,0.3316822494867865,0.04367828796613981,0.11273685655633024,0.12955727570877404,0.1922,0.18807098194370866
37,0.29439,0.3037565011592186,0.051533807324584985,0.08787011036877788,0.09944789027248938,0.27051,0.21401020262065582
37,0.29439,0.2802742364775451,0.051533807324584985,0.08132988250890581,0.08704647498972219,0.32043,0.19245309308750883
