NEH,M0,I0_0_exp,I0_asmp,i0_t_exp,i0_t_theo,d2ome_k,new_k
22,0.48396,0.49796795819304696,0.17171251570371907,0.49646843617149444,0.47423212281766347,0.03165,0.004802351009911317
35,0.29777000000000003,0.30135646802584687,0.05727431332366646,0.2988856843888693,0.28922902737712286,0.03616,0.010273712893249574
17,0.44305999999999995,0.43772957704923116,0.19894336605351512,0.43452688934588946,0.43188225013071985,0.04687,0.013119498051262628
16,0.51989,0.5472101998706281,0.24469960578015576,0.5368709916872534,0.5135118612097207,0.02345,0.03757110858715133
22,0.47840000000000005,0.48357519375978625,0.16973978740527979,0.4781795071293799,0.4731334067654843,0.01721,0.01748099175157065
35,0.41545000000000004,0.4395197643448549,0.07990937122717948,0.4278463083841456,0.4092896837455726,0.01853,0.03478999250672818
30,0.34502000000000005,0.35634437230843974,0.0839842129522855,0.33073147682335674,0.3372571001686234,0.03019,0.09812024540681555
44,0.3109,0.3201615151677998,0.03913863614975608,0.30711653762237484,0.3054974548939291,0.02008,0.04800158992657055
26,0.40908,0.4260965096368269,0.12022123405595121,0.4057506909834411,0.3994043425806125,0.03407,0.07043517819821586
42,0.31873999999999997,0.31971645596480236,0.044089107598338666,0.2863893362402139,0.30662316314055466,0.04512,0.1213435697701992
26,0.29382,0.3131253381476086,0.0863483988225276,0.2941479961428139,0.2894272775051503,0.0214,0.09146958859473686
17,0.58148,0.6032704369738681,0.2610968909240238,0.5826081449667592,0.5746903703347754,0.02142,0.06449245113670772
29,0.50081,0.5258331064803302,0.12778540833158245,0.5093368341638305,0.494459839891792,0.01717,0.044223015546286895
29,0.38176000000000004,0.40373442022453826,0.09740891253102958,0.3945254282107056,0.37540573902840585,0.0226,0.032385991894044036
29,0.38520000000000004,0.38487328021992845,0.09828665419884901,0.37492684221567885,0.37744250731172607,0.02741,0.03466704546794804
30,0.36755000000000004,0.3730910840024444,0.08946842928123742,0.3716801296579756,0.3608197833194066,0.0245,0.005073886560773829
20,0.44948,0.45028086641573156,0.17523168189474933,0.44308188872059845,0.4435392504757937,0.0219,0.026249851757961556
32,0.34149999999999997,0.3662010796953354,0.07565442233560564,0.3616105743755852,0.3367027634342064,0.01821,0.01726756322253096
21,0.5263,0.5301161768710647,0.19574052106083084,0.518053440952347,0.5209555560414725,0.0163,0.03649187721807122
43,0.36966,0.3822428683081326,0.048780057976899306,0.3801243523381428,0.36559475176794526,0.01275,0.006602207531679506
29,0.37044,0.3776754525744298,0.0945205300659959,0.3745900781226141,0.3657646013344382,0.01709,0.011182155621543136
34,0.3104,0.3125344411258752,0.06258288068678518,0.3053420360627774,0.30669339542615337,0.01507,0.029023035547465034
19,0.61177,0.6204335826594582,0.2500030577872687,0.6142997120812674,0.6052311862418129,0.01824,0.016955309793297502
20,0.51143,0.5300501038381472,0.19938315180081798,0.5196785124300065,0.5040848718464115,0.02382,0.033237289426235224
19,0.40125999999999995,0.408728871182729,0.16397702889602206,0.4069102622168721,0.3962732563851603,0.02124,0.007664304595461154
44,0.26258,0.27666399902530464,0.03305571913863928,0.26112791374507044,0.25764623685261184,0.02173,0.06768819935707998
44,0.26258,0.2682032099467429,0.03305571913863928,0.2581798216644102,0.25795413672513456,0.02036,0.043670274206793376
15,0.61556,0.6263482791233912,0.30370160275945596,0.6179832523082691,0.6102940185964187,0.01703,0.026823157205768385
33,0.38047,0.45187690395083147,0.0804098297845896,0.3189119200570486,0.36930474936610863,0.03792,0.44312773600817645
18,0.56843,0.5897297131043324,0.24349442496143275,0.5439196175856668,0.5192229928209829,0.16421,0.14098208702826207
14,0.5633,0.5709617606698154,0.2913206909080883,0.5439412948007432,0.5233342916620618,0.15893,0.09934750536461233
15,0.53211,0.5802039116373486,0.26252950133916125,0.54026129421704,0.5148668915459481,0.0661,0.14816582660365504
16,0.50812,0.5305396591844713,0.23915975242649937,0.4799056026979123,0.46272282768152107,0.18487,0.1882585138263671
18,0.46244,0.47824860920901785,0.1980922222246626,0.4358511843998366,0.42893239453074605,0.13554,0.16038502447791997
18,0.46244,0.466395853757861,0.1980922222246626,0.438610404732016,0.42670406970666996,0.14524,0.105109448090232
23,0.42963,0.43477302455599226,0.14542269715312928,0.3980673839444787,0.3962096816549879,0.1251,0.12915094103437003
33,0.43894,0.45807843860592634,0.09276707936407012,0.4124579976678971,0.39617507524985823,0.13186,0.13178512303684284
21,0.40237,0.42461751551026994,0.14964870503371938,0.3854789043545251,0.3679742513481026,0.1463,0.15486867128061738
25,0.37594,0.37656054582887816,0.11581007919099769,0.3451270734585331,0.34168043812094884,0.14122,0.12083758866564508
28,0.37144,0.3644379405626421,0.09934633056553253,0.3254734198514482,0.331179120769341,0.16013,0.1432025992820034
31,0.31559000000000004,0.32843741387882347,0.07328612045377615,0.28915185805957494,0.2859180496565746,0.13063,0.16213341648850527
31,0.31559000000000004,0.32755721035765445,0.07328612045377615,0.3036846404530545,0.2851433577877142,0.13428,0.09852326735051649
32,0.32701,0.37544266437511914,0.07244437085788112,0.31165541544769054,0.29486241160822557,0.135,0.2505729039006183
32,0.32701,0.32776481977826116,0.07244437085788112,0.2901746161493186,0.29212365372436916,0.14739,0.14766409650674678
58,0.17714,0.17047181997170494,0.01153275819120432,0.1610768011491252,0.1610780005801633,0.10202,0.056730724574393265
21,0.47247999999999996,0.4949333339026152,0.17572388635915134,0.4749567866517585,0.43844436162125955,0.12182,0.06731637979001656
18,0.47989,0.4908072181858316,0.20556715795215233,0.4558804914440627,0.4372329237944787,0.16901,0.12731979036465724
25,0.37594,0.3773770245460756,0.11581007919099769,0.3481548267350047,0.34100834636542354,0.1442,0.1123369342526613
26,0.32725000000000004,0.3383354573139281,0.09617287289725736,0.30948355094969004,0.3002017500214627,0.12449,0.12485833940375148
17,0.3993,0.40325010468915995,0.17929419506425448,0.38445524841177253,0.37706601312117494,0.10654,0.08542891076386193
15,0.56515,0.567294466828111,0.2788305945797429,0.5429087918683757,0.5397229758073367,0.093,0.08516948030100242
21,0.57653,0.5931816914645047,0.2144219696127699,0.5766768144787745,0.5617961726405446,0.04154,0.045579980560166766
20,0.5465,0.5499069296986088,0.21305533984933814,0.5364868355967713,0.5347641805319395,0.03583,0.040246840647481824
25,0.52707,0.5216916816541968,0.1623663841017161,0.5197183582215167,0.514434621299209,0.03526,0.005410759166233346
30,0.47401000000000004,0.49437225283353337,0.11538275109127832,0.4798083386296401,0.46001694438146334,0.0398,0.040610171837779326
26,0.43621000000000004,0.4440676651113097,0.1281942517540493,0.4255671573406508,0.425699216281928,0.03472,0.06006351258340922
26,0.43621000000000004,0.4515219606140004,0.1281942517540493,0.44229980368565813,0.4267900795140845,0.03106,0.029940537069482485
20,0.37149,0.3828331971219972,0.1448269500468996,0.3781968337733116,0.3628224790209622,0.03899,0.020454870565118303
39,0.39194,0.4183751405128243,0.062442314138287554,0.39481151783253726,0.37911836530049886,0.03969,0.07151377290757822
33,0.41058,0.42883740115776703,0.08677338006401766,0.4152961366489373,0.3996179500085534,0.03444,0.04181898600932528
28,0.32454,0.3428333290219235,0.08680233179446997,0.3319608040413371,0.31572810838722576,0.03777,0.04573328687310427
45,0.33616999999999997,0.36362015005805814,0.04037281510568002,0.3273565705567252,0.32546541326173245,0.03686,0.12259609405778803
