NEH,M0,I0_0_exp,I0_asmp,i0_t_exp,i0_t_theo,d2ome_k,new_k
22,0.48396,0.5008473731675931,0.17171251570371907,0.23361580335310578,0.23911461014797036,0.25552,0.1426387631895861
42,0.30297,0.32024969170095213,0.04190775217753865,0.0974005028981701,0.09982752792408794,0.25095,0.14227078705148094
25,0.52295,0.5352138178249124,0.16109719878952025,0.2368378054525404,0.25819099695260467,0.21926,0.13742973725514743
37,0.43527,0.4553114371974656,0.07619525226458815,0.1715450946970394,0.18437244733789188,0.19996,0.13171182522583597
44,0.30936,0.3121112920989927,0.03894476834766337,0.10298094316948277,0.11267100088928694,0.2166,0.12889458164742082
40,0.29542,0.3115510083176036,0.04489980017560171,0.1152965402816713,0.11371602584111626,0.21535,0.1305646332268459
40,0.29542,0.28598547952281,0.04489980017560171,0.0985240429943265,0.10512672781564694,0.23757,0.12471478458282957
43,0.24170999999999998,0.2538563622917852,0.03189587137801312,0.0951413818389353,0.10127471936333787,0.18444,0.12607586017145675
25,0.38649,0.3980664447672207,0.11906005614334388,0.26935773706066013,0.26043529725513354,0.10624,0.08021334849445601
47,0.41276,0.4133099871372811,0.04511468279941275,0.22783472237312283,0.2251978278970886,0.11895,0.08408251834333534
20,0.30178,0.3110834755128272,0.1176502112712411,0.20404013325210915,0.2094638523738237,0.11598,0.09689120465854599
18,0.47811,0.48240965333344166,0.2048046716716405,0.2951962654860039,0.3069758462658332,0.16399,0.1141662019498527
29,0.32006,0.33495523203155986,0.0816656971518266,0.1782113290701116,0.17948931483175795,0.14846,0.10958308782884658
41,0.18946000000000002,0.19930417883430043,0.027470537698272773,0.09896631200599187,0.09438608160890061,0.14735,0.10323497323282232
35,0.24331,0.24587575555642832,0.04679925168680957,0.11284444169604024,0.11747744803798282,0.17043,0.1128278520829884
21,0.51955,0.5231618208950967,0.1932300735648008,0.347239250526741,0.3414590579031241,0.13152,0.08985178660411479
23,0.40259999999999996,0.39205664684924574,0.1362734861947486,0.2541188354068109,0.2588877120566793,0.12928,0.08632124121602384
28,0.4079,0.4194508932212944,0.10909801916239693,0.26542243642849433,0.265464280195635,0.10793,0.0859144554313344
35,0.41545000000000004,0.4133105136634922,0.07990937122717948,0.2357984581607417,0.23547738883535516,0.12811,0.08817216172001231
