NEH,M0,I0_0_exp,I0_asmp,i0_t_exp,i0_t_theo,d2ome_k,new_k
11,0.5803,0.5899771786946706,0.34565975041283603,0.48382146876605425,0.4896712980623303,0.03051,0.03660174883333549
16,0.48845999999999995,0.5530009580676662,0.22990626755539612,0.38582851673600477,0.40161910551197755,0.02558,0.05910570960758094
16,0.48532,0.49478260460250456,0.2284283457601131,0.3717818501048575,0.37805966804288804,0.03378,0.03937623637455209
22,0.48396,0.49796795819304696,0.17171251570371907,0.36714853754109583,0.35989197764091624,0.03165,0.033202364669290815
42,0.30297,0.33005483161512367,0.04190775217753865,0.2153753179147493,0.20864827962840013,0.02802,0.035251220079842216
42,0.30297,0.325612976089469,0.04190775217753865,0.22136768449840424,0.20708165515074353,0.02861,0.031266281179374494
26,0.49368,0.4728843745439736,0.14508364825643394,0.3586282197582878,0.3620353307829255,0.02964,0.024575681757823063
24,0.46941000000000005,0.48388383696866355,0.15157760681541577,0.3211119584716332,0.3113138825024946,0.043,0.043002749494938326
32,0.40507,0.4261479359550823,0.0897374432078588,0.3053031978834776,0.2825633641338643,0.03074,0.029713931612275795
35,0.29777000000000003,0.30796178222539555,0.05727431332366646,0.1977377907745457,0.19717631011604025,0.03386,0.037214988191705614
35,0.29777000000000003,0.30135646802584687,0.05727431332366646,0.20272300273702584,0.19212149565986025,0.03616,0.03232637942601259
20,0.53381,0.5472746546037427,0.20810808959739285,0.3880607553414304,0.40816914116280534,0.03046,0.0404530598944185
26,0.45674,0.4443514716993593,0.13422764848615223,0.36739759840641867,0.3575868924576474,0.02296,0.01697515972772686
17,0.44305999999999995,0.43772957704923116,0.19894336605351512,0.29631988231718326,0.3142651242691938,0.04687,0.050740057178419846
23,0.39831000000000005,0.4100807430510501,0.13482139166972262,0.3071693281936915,0.2885163940969773,0.03369,0.030419137800478918
16,0.46657,0.4937384436217015,0.21960317580420335,0.4075880973791905,0.4036175752878234,0.01839,0.026489088556973652
25,0.38649,0.41865496291384413,0.11906005614334388,0.3462111131475108,0.3183533623054597,0.01838,0.019637846620671303
20,0.30178,0.3264172477422372,0.1176502112712411,0.29072244394719343,0.2636084993029575,0.01452,0.013442211639901842
25,0.49502,0.5158121514182606,0.15249323136970708,0.3369182990449729,0.37607781914217797,0.02666,0.04413446015465508
15,0.60681,0.6332248619518451,0.2993845759478612,0.5587862780565473,0.5464943171754102,0.01365,0.017261393592672668
9,0.59773,0.6179158254052746,0.3912110104575352,0.5617594176281391,0.5587594276257256,0.01307,0.01972441698879411
22,0.57179,0.6246828548091318,0.20287523628859724,0.4710666607687042,0.490393281639498,0.01558,0.03294757750693202
15,0.57403,0.5990095255759589,0.2832117600753956,0.5046910174128981,0.501640202648763,0.01789,0.024267776200346317
19,0.50884,0.5370894099113227,0.20794016693279138,0.45053584334369223,0.43357940426766883,0.01799,0.02105960366032537
26,0.48962000000000006,0.512319773882864,0.1438904874803824,0.41390028483241287,0.39899076514564796,0.019,0.020805046738953507
28,0.46984000000000004,0.4916832981922476,0.12566465634533117,0.40085345498425373,0.39497684180484327,0.01533,0.019053469943921948
26,0.42310000000000003,0.4736165398450042,0.1243414591988681,0.36844587831150055,0.3543682287015846,0.01634,0.026782992961444353
22,0.43182000000000004,0.45566951266678923,0.15321286579713195,0.3595658008910681,0.34659779768722054,0.02282,0.02613235106793843
23,0.40590000000000004,0.4279102250456477,0.13739048198323017,0.34656160324663976,0.34182472263640096,0.01704,0.02238290620005227
25,0.38259,0.41927928803037584,0.11785864286238176,0.31960856173232977,0.308958397088988,0.02037,0.0290726513257982
24,0.33296,0.3593672195770095,0.10751641414810256,0.25696724177127994,0.2616885824666678,0.02375,0.03678800439093421
39,0.28959,0.31624053913961897,0.04613632125148414,0.22927206987734633,0.21787374313912303,0.02181,0.02726433880252801
39,0.28959,0.3143254938512334,0.04613632125148414,0.2141587918771831,0.22773636251954085,0.01832,0.032456175019882745
30,0.28604,0.2906744071655973,0.06962739630419032,0.19965694811503382,0.1892553795604162,0.03705,0.033363264269695096
35,0.24331,0.2505693673079264,0.04679925168680957,0.18872687259606558,0.18691615931162256,0.02114,0.023413185971865706
35,0.2112,0.23288387823530557,0.040623081485570596,0.1718357750392192,0.17218877929546098,0.01623,0.027325977685755058
16,0.51989,0.5472101998706281,0.24469960578015576,0.45053945241889604,0.4337971900546571,0.02345,0.02671486614052358
25,0.38259,0.3796753409837972,0.11785864286238176,0.33168564285470253,0.3417935832897212,0.01046,0.012480831702911357
43,0.20751999999999998,0.20926277836416554,0.027384184470503014,0.1648266494795472,0.16233509641581068,0.01805,0.017631920482609514
10,0.55284,0.5686322198521326,0.3451839442411427,0.48312444428112983,0.49239732925325885,0.0215,0.03248932566146827
9,0.52699,0.5576648211447963,0.34491206799226487,0.48658413967285435,0.4800795738280532,0.01862,0.030401152079899556
22,0.47840000000000005,0.48357519375978625,0.16973978740527979,0.4077824447807721,0.404105093741946,0.01721,0.017539859410527874
25,0.46612000000000003,0.501258740288448,0.1435904509030905,0.4235379506748379,0.42987743744413154,0.00745,0.01716692303678141
29,0.47074,0.4777956423656763,0.1201128234620098,0.3695423901572017,0.38443361471041676,0.01766,0.022888275390956128
24,0.44079,0.4530363971497022,0.14233589678142158,0.3808053659945052,0.37891820246144237,0.01452,0.017251784584677573
21,0.43016,0.4317565145932018,0.15998431035441193,0.35470056126071675,0.3612271728429811,0.01841,0.02085071823168779
21,0.43016,0.45670977383924105,0.15998431035441193,0.36757105996238515,0.3575897769274543,0.01955,0.02477040060583457
23,0.40259999999999996,0.39484199768189,0.1362734861947486,0.32677353452203234,0.3259885062095442,0.0212,0.018363070489638998
28,0.4079,0.41841817917263885,0.10909801916239693,0.3250545699385499,0.3158047609702339,0.02303,0.023215248362759944
35,0.41545000000000004,0.4395197643448549,0.07990937122717948,0.35817843549871475,0.3293605072117476,0.01853,0.01728442884338426
25,0.38520000000000004,0.38906381094545245,0.11866266559656412,0.32084778972645983,0.3115901375643693,0.0202,0.018392091269036997
28,0.30844,0.3342768210196595,0.08249618296261269,0.2687872934053607,0.26416882023728017,0.01363,0.021248238733679436
50,0.17052,0.18202000629587642,0.016181954174722454,0.1449048846288575,0.13554686749170938,0.01606,0.017126890502573187
39,0.2028,0.2066720273162239,0.03230928536828268,0.1583363971122364,0.15930087178827448,0.01841,0.02070583769121711
15,0.41165999999999997,0.42396913696912264,0.20310254368698036,0.3095344354943464,0.31358476038237315,0.03971,0.04714343656852042
30,0.34502000000000005,0.35634437230843974,0.0839842129522855,0.25458506170749623,0.245018533448158,0.03019,0.030347454526100125
